edge_tail,edge_head,length,capacity,speed
3715,3714,0.154396,2401,0
3715,3716,0.12367,2401,0
3716,3680,0.314787,4250,0
3716,3687,0.118718,4250,0
3716,3715,0.12367,2401,0
3717,3718,0.576918,14025,0
3717,3719,0.169746,3188,0
3718,3611,0.258534,14025,0
3718,3731,0.11377,3188,0
3719,3720,0.232509,4250,0
3720,3609,0.084389,2125,0
3720,3722,0.224922,2125,0
3720,3731,0.286215,4250,0
3721,3722,0.141917,2125,0
3721,3726,0.075725,2125,0
3721,3730,0.080942,99999,0
3722,3720,0.224922,2125,0
3722,3721,0.141917,2125,0
3722,3727,0.253182,2125,0
3722,3729,0.261594,2125,0
3723,3682,0.407845,4250,0
3723,3725,0.126841,3188,0
3724,3725,0.351018,14025,0
3725,3604,0.312562,14025,0
3726,3683,0.172843,2125,0
3726,3685,0.286952,99999,0
3726,3721,0.075725,2125,0
3727,3688,0.310913,99999,0
3727,3722,0.253182,2125,0
3727,3734,0.18605,2125,0
3728,3613,0.135067,99999,0
3728,3734,0.087239,99999,0
3729,3688,0.318686,99999,0
3729,3698,0.062141,2125,0
3729,3706,0.389934,961,0
3729,3722,0.261594,2125,0
3730,3721,0.080942,99999,0
3731,3613,0.180747,4250,0
3732,3609,0.139014,4250,0
3733,3724,0.135585,14025,0
3733,3732,0.121011,3188,0
3734,3632,0.374909,2125,0
3734,3727,0.18605,2125,0
3734,3728,0.087239,99999,0
3735,3105,0.115739,2401,0
3735,3107,0.388803,2401,0
3735,3743,0.167499,99999,0
3736,3679,0.147041,99999,0
3736,3681,0.172262,99999,0
3736,3737,0.300865,99999,0
3737,3736,0.300865,99999,0
3737,3738,0.189747,1201,0
3737,3742,0.155869,1201,0
3738,3681,0.190315,4250,0
3738,3737,0.189747,1201,0
3738,3739,0.083777,4250,0
3739,3738,0.083777,4250,0
3739,3740,0.231018,4250,0
3739,3744,0.247027,1201,0
3740,3122,0.247938,4250,0
3740,3739,0.231018,4250,0
3740,3743,0.132243,99999,0
3741,3117,0.256966,99999,0
3741,3679,0.157149,2401,0
3741,3742,0.2221,2401,0
3742,3105,0.068316,2401,0
3742,3118,0.26248,1201,0
3742,3737,0.155869,1201,0
3742,3741,0.2221,2401,0
3743,3735,0.167499,99999,0
3743,3740,0.132243,99999,0
3744,3701,0.291699,1201,0
3744,3739,0.247027,1201,0
3745,3703,0.128258,99999,0
3746,3689,0.027838,4250,0
3746,3747,0.339648,4250,0
3746,3761,0.256503,99999,0
3747,3635,0.117817,4250,0
3747,3746,0.339648,4250,0
3747,3748,0.172713,4250,0
3748,3749,0.176935,4250,0
3749,3755,0.206664,4250,0
3749,3758,0.140269,3188,0
3750,3751,0.281611,14025,0
3751,3755,0.282927,3188,0
3751,3758,0.204156,14025,0
3752,3696,0.094745,2125,0
3752,3700,0.269785,2125,0
3752,3761,0.352625,99999,0
3753,3756,0.231886,14025,0
3753,3762,0.144518,3188,0
3754,3186,0.105422,2125,0
3754,3756,0.324345,3188,0
3754,3762,0.223561,4250,0
3755,3702,0.313313,4250,0
3756,3621,0.523355,14025,0
3757,3625,0.333688,4250,0
3757,3635,0.352949,4250,0
3758,3759,0.232975,14025,0
3759,3704,0.168378,14025,0
3760,3689,0.314036,4250,0
3760,3694,0.071821,4250,0
3760,3696,0.236929,2125,0
3761,3746,0.256503,99999,0
3761,3752,0.352625,99999,0
3762,3757,0.073188,4250,0
3763,3790,0.583122,14025,0
3764,3763,0.086386,14025,0
3764,3774,0.138881,3188,0
3765,3766,0.396033,14025,0
3766,3839,0.113212,14025,0
3767,3599,0.267585,4250,0
3767,3765,0.118912,3188,0
3768,3826,0.18611,14025,0
3769,3768,0.258795,14025,0
3769,3777,0.183545,3188,0
3770,3771,0.179069,14025,0
3771,3785,0.185162,14025,0
3772,3771,0.163381,3188,0
3772,3773,0.306835,4250,0
3773,3778,0.096751,6027,0
3773,3779,0.380519,6027,0
3773,3780,0.206439,4250,0
3774,3823,0.094909,4250,0
3775,3599,0.390871,4250,0
3775,3776,0.187354,6027,0
3775,3834,0.096328,99999,0
3775,3841,0.391209,961,0
3776,487,0.272933,99999,0
3776,3775,0.187354,6027,0
3776,3804,0.263727,6027,0
3776,3821,0.304199,6027,0
3777,3804,0.147308,4250,0
3778,3773,0.096751,6027,0
3778,3777,0.283223,4250,0
3778,3835,0.14352,6027,0
3779,3773,0.380519,6027,0
3779,3783,0.602255,99999,0
3779,3784,0.32667,6027,0
3779,3789,0.474325,961,0
3779,3850,0.633255,99999,0
3780,3781,0.141106,3188,0
3780,3782,0.686022,4250,0
3781,3849,0.32967,14025,0
3782,3778,0.174757,4250,0
3783,3624,0.534185,99999,0
3783,3779,0.602255,99999,0
3783,3846,0.2928,99999,0
3784,3194,0.285362,6027,0
3784,3779,0.32667,6027,0
3784,3788,0.621607,4250,0
3784,3846,0.539637,4250,0
3785,3781,0.312929,14025,0
3786,3787,0.429112,14025,0
3787,3782,0.13457,3188,0
3787,3845,0.213275,14025,0
3788,3202,0.198429,4250,0
3788,3784,0.621607,4250,0
3788,3850,0.299994,99999,0
3789,3779,0.474325,961,0
3790,3793,0.287594,9350,0
3790,3805,0.240312,14025,0
3791,3626,0.307102,1201,0
3791,3628,0.20231,4250,0
3791,3792,0.398816,4250,0
3792,3796,0.149254,4250,0
3793,3630,0.136483,4675,0
3793,3794,0.263046,4675,0
3794,3812,0.170364,4675,0
3795,3796,0.267708,3188,0
3795,3797,0.460093,14025,0
3796,488,0.094102,4250,0
3797,3765,0.4116,14025,0
3798,3799,0.254374,9350,0
3799,3797,0.087212,9350,0
3799,3817,0.148009,3188,0
3800,3626,0.128436,99999,0
3800,3801,0.087699,99999,0
3801,3791,0.46316,4250,0
3801,3800,0.087699,99999,0
3802,3803,0.309577,99999,0
3802,3920,0.683343,99999,0
3802,3925,0.305369,99999,0
3803,3802,0.309577,99999,0
3803,3858,0.279519,99999,0
3803,3925,0.697699,3825,0
3803,3926,0.442044,3825,0
3804,3776,0.263727,6027,0
3804,3830,0.153869,4250,0
3804,3831,0.070337,6027,0
3805,3620,0.361763,14025,0
3806,3630,0.231806,4675,0
3806,3794,0.12841,4675,0
3807,3827,0.283068,14025,0
3808,3628,0.364443,4250,0
3808,3792,0.196021,4250,0
3809,3618,0.102782,14025,0
3810,3811,0.150924,4250,0
3811,3828,0.187035,6027,0
3812,3807,0.055115,4675,0
3812,3811,0.094044,3188,0
3813,3795,0.35796,14025,0
3814,3618,0.07849,3188,0
3814,3808,0.176463,4250,0
3815,3816,0.051379,4675,0
3816,3620,0.533098,4675,0
3817,3818,0.168523,4250,0
3818,3821,0.012006,4250,0
3819,3820,0.012084,4250,0
3820,3822,0.092468,4250,0
3821,3776,0.304199,6027,0
3821,3824,0.006894,4250,0
3821,6312,0.017298,6027,0
3822,3593,0.058871,2401,0
3822,3801,0.146402,4250,0
3823,3819,0.010985,4250,0
3824,3767,0.053016,4250,0
3825,3806,0.037907,9350,0
3826,3809,0.241958,14025,0
3826,3829,0.094817,4675,0
3827,3770,0.200421,14025,0
3828,3831,0.17815,4250,0
3829,3815,0.170994,4250,0
3830,3814,0.232165,4250,0
3830,3829,0.056667,3188,0
3831,3772,0.10117,4250,0
3831,3804,0.070337,6027,0
3832,3601,0.059067,4250,0
3832,3833,0.190256,4250,0
3832,3840,0.154079,6027,0
3833,12,0.328244,4250,0
3833,3838,0.19468,3188,0
3834,3775,0.096328,99999,0
3834,3835,0.380601,99999,0
3835,3778,0.14352,6027,0
3835,3834,0.380601,99999,0
3835,3841,0.265142,6027,0
3836,3837,0.534756,14025,0
3836,3843,0.18173,3188,0
3837,3842,0.092757,14025,0
3838,10,0.147612,14025,0
3839,3832,0.078837,3188,0
3839,3838,0.461489,14025,0
3840,14,0.595052,99999,0
3840,3832,0.154079,6027,0
3840,3841,0.221451,6027,0
3841,3775,0.391209,961,0
3841,3835,0.265142,6027,0
3841,3840,0.221451,6027,0
3842,3764,0.263824,14025,0
3843,3601,0.166858,4250,0
3844,12,0.02674,1201,0
3844,58,0.030059,1201,0
3845,3769,0.186014,14025,0
3846,3783,0.2928,99999,0
3846,3784,0.539637,4250,0
3846,3847,0.243031,2125,0
3846,3848,0.142426,4250,0
3847,3191,0.280932,2125,0
3847,3636,0.229303,99999,0
3847,3846,0.243031,2125,0
3848,3634,0.096593,4250,0
3848,3846,0.142426,4250,0
3849,3851,0.199588,3188,0
3849,3853,0.559621,14025,0
3850,3779,0.633255,99999,0
3850,3788,0.299994,99999,0
3851,3852,0.216129,4250,0
3852,16,0.292266,4250,0
3852,3853,0.138361,3188,0
3853,67,0.181943,14025,0
3854,3153,0.119081,2125,0
3854,3944,0.041917,2125,0
3854,3945,0.10014,4250,0
3855,3856,0.103262,3825,0
3855,3872,0.098604,4250,0
3855,3908,0.143142,3188,0
3856,3855,0.103262,3825,0
3856,3857,0.245786,99999,0
3856,3989,0.445747,3825,0
3857,3856,0.245786,99999,0
3857,3918,0.428275,99999,0
3857,3941,0.172785,99999,0
3858,3803,0.279519,99999,0
3858,3859,0.345926,99999,0
3859,3858,0.345926,99999,0
3859,3863,0.278543,3825,0
3859,3885,0.33182,3825,0
3859,4071,0.297342,99999,0
3860,3861,0.433338,99999,0
3860,3864,0.290516,99999,0
3860,3918,0.442659,99999,0
3860,3949,0.438487,99999,0
3861,3860,0.433338,99999,0
3861,3873,0.066954,1201,0
3861,4040,0.045211,1201,0
3862,3863,0.321191,2125,0
3862,3887,0.412945,99999,0
3862,3926,0.31039,2125,0
3863,3859,0.278543,3825,0
3863,3862,0.321191,2125,0
3863,4052,0.2867,4250,0
3863,4054,0.554724,3825,0
3864,3860,0.290516,99999,0
3864,3865,0.43148,1201,0
3864,3874,0.698277,961,0
3864,3888,0.298674,961,0
3864,3889,0.407706,1201,0
3865,3864,0.43148,1201,0
3865,3892,0.177139,1201,0
3865,4040,0.181727,1201,0
3866,3867,0.226017,18700,0
3867,3149,0.088715,18700,0
3868,3155,0.362292,99999,0
3868,3854,0.141527,4250,0
3869,3871,0.063716,3188,0
3869,4007,0.112425,18700,0
3870,3869,0.490587,18700,0
3871,4002,0.161492,4250,0
3871,4007,0.088075,3188,0
3872,3871,0.128936,4250,0
3873,3861,0.066954,1201,0
3873,3874,0.495485,1201,0
3873,3970,0.261529,1201,0
3873,4037,0.486503,1201,0
3874,3864,0.698277,961,0
3874,3873,0.495485,1201,0
3874,3918,0.137568,1201,0
3875,3876,0.390544,99999,0
3875,3900,0.337561,99999,0
3875,4037,0.310933,99999,0
3875,4040,0.42829,99999,0
3876,3875,0.390544,99999,0
3876,3878,0.173025,1201,0
3876,4098,0.094655,1201,0
3877,3878,0.473421,4250,0
3877,3879,0.141712,3188,0
3878,3876,0.173025,1201,0
3878,4095,0.209549,4250,0
3879,3880,0.352096,9350,0
3880,4093,0.119591,9350,0
3881,4039,0.256993,4250,0
3881,4041,0.121774,3188,0
3882,3881,0.22002,4250,0
3882,3883,0.314627,99999,0
3883,3882,0.314627,99999,0
3883,3912,0.373363,99999,0
3883,3976,0.329688,99999,0
3883,3981,0.283126,99999,0
3884,3173,0.270722,99999,0
3884,3198,0.22959,2125,0
3884,4104,0.101987,961,0
3884,4110,0.176211,2125,0
3885,3859,0.33182,3825,0
3885,3886,0.322392,3825,0
3885,3921,0.637338,3825,0
3885,3946,0.263796,3825,0
3886,3885,0.322392,3825,0
3886,4068,0.113902,3825,0
3886,4071,0.244569,99999,0
3887,3862,0.412945,99999,0
3887,3888,0.290982,99999,0
3887,4054,0.327095,99999,0
3887,4074,0.580335,99999,0
3888,3864,0.298674,961,0
3888,3887,0.290982,99999,0
3888,3889,0.32367,3825,0
3888,4054,0.554531,961,0
3888,4075,0.30707,3825,0
3889,3864,0.407706,1201,0
3889,3888,0.32367,3825,0
3889,3926,0.234148,3825,0
3890,3891,0.27959,99999,0
3890,3892,0.270398,99999,0
3890,4075,0.242047,99999,0
3891,3890,0.27959,99999,0
3891,3893,0.521194,1201,0
3891,3899,0.231899,1201,0
3892,3865,0.177139,1201,0
3892,3890,0.270398,99999,0
3892,3900,0.057093,1201,0
3893,3891,0.521194,1201,0
3893,4074,0.155611,3825,0
3893,4076,0.090451,3825,0
3894,4060,0.515511,6375,0
3895,3894,0.324281,6375,0
3895,3904,0.359403,3825,0
3895,3906,0.074762,4250,0
3896,3897,0.502176,6375,0
3896,3898,0.127773,6375,0
3896,3907,0.297991,99999,0
3897,4088,0.251417,6375,0
3897,4114,0.187792,4250,0
3897,6353,0.054642,4250,0
3897,6630,0.072502,4250,0
3898,6353,0.328731,6375,0
3899,3891,0.231899,1201,0
3899,3900,0.284894,1201,0
3899,3903,0.512826,99999,0
3899,4098,0.297751,1201,0
3900,3875,0.337561,99999,0
3900,3892,0.057093,1201,0
3900,3899,0.284894,1201,0
3901,3902,0.142972,9350,0
3901,4099,0.090862,3188,0
3902,4041,0.521282,9350,0
3903,3899,0.512826,99999,0
3903,3904,0.583549,99999,0
3903,3905,0.422552,99999,0
3903,4095,0.487619,99999,0
3904,3895,0.359403,3825,0
3904,3903,0.583549,99999,0
3904,3911,0.543479,961,0
3904,4056,0.390929,3825,0
3904,4076,0.150577,3825,0
3905,3895,0.340073,6375,0
3905,3903,0.422552,99999,0
3905,3906,0.296585,6375,0
3906,3894,0.37108,6375,0
3906,3895,0.074762,4250,0
3906,6353,0.064188,4250,0
3906,6627,0.022723,4250,0
3907,2313,0.631949,99999,0
3907,3896,0.297991,99999,0
3908,3866,0.166047,3188,0
3908,3944,0.022626,3188,0
3909,3910,0.271972,961,0
3909,4114,0.822477,961,0
3910,2313,0.404205,961,0
3910,3909,0.271972,961,0
3910,4082,0.119516,961,0
3911,3904,0.543479,961,0
3911,4098,0.497162,961,0
3912,3883,0.373363,99999,0
3912,4091,0.15592,6375,0
3913,3914,0.380181,6375,0
3913,4110,0.178171,2125,0
3914,4043,0.22492,6027,0
3914,4044,0.023931,6027,0
3914,4046,0.294589,6027,0
3915,3912,0.472516,6375,0
3915,3976,0.308953,6027,0
3915,4044,0.046618,6027,0
3916,3140,0.325338,99999,0
3916,3917,0.519684,6027,0
3916,3933,0.333549,6027,0
3917,3140,0.318611,99999,0
3917,3144,0.151202,6027,0
3917,3916,0.519684,6027,0
3918,3857,0.428275,99999,0
3918,3860,0.442659,99999,0
3918,3874,0.137568,1201,0
3918,3919,0.166132,1201,0
3919,3918,0.166132,1201,0
3919,3920,0.512754,2125,0
3919,3941,0.425995,2125,0
3920,3802,0.683343,99999,0
3920,3919,0.512754,2125,0
3920,3949,0.050338,2125,0
3921,3885,0.637338,3825,0
3921,3922,0.438868,3825,0
3921,3923,0.215026,99999,0
3922,3921,0.438868,3825,0
3922,3934,0.167099,1201,0
3922,3937,0.085791,3825,0
3923,2288,0.238449,99999,0
3923,3921,0.215026,99999,0
3923,3924,0.61919,99999,0
3923,3946,0.548175,99999,0
3924,2286,0.221415,4250,0
3924,3923,0.61919,99999,0
3924,3927,0.166429,4250,0
3924,3930,0.222003,3825,0
3924,3937,0.140447,3825,0
3925,3802,0.305369,99999,0
3925,3803,0.697699,3825,0
3925,3932,0.196335,3825,0
3925,3934,0.276926,1201,0
3925,3938,0.147102,961,0
3926,3803,0.442044,3825,0
3926,3862,0.31039,2125,0
3926,3889,0.234148,3825,0
3926,3949,0.305395,2125,0
3927,3134,0.351928,99999,0
3927,3924,0.166429,4250,0
3927,3928,0.133225,4250,0
3927,3931,0.20207,99999,0
3928,3138,0.355933,99999,0
3928,3927,0.133225,4250,0
3928,3929,0.300475,3825,0
3928,3932,0.325594,3825,0
3928,3933,0.210653,6027,0
3929,3134,0.10862,99999,0
3929,3136,0.063112,3825,0
3929,3928,0.300475,3825,0
3930,2284,0.253643,99999,0
3930,3924,0.222003,3825,0
3930,3935,0.123824,3825,0
3931,3927,0.20207,99999,0
3931,3932,0.152942,99999,0
3931,3934,0.118671,99999,0
3932,3925,0.196335,3825,0
3932,3928,0.325594,3825,0
3932,3931,0.152942,99999,0
3932,3933,0.387653,2125,0
3933,3916,0.333549,6027,0
3933,3928,0.210653,6027,0
3933,3932,0.387653,2125,0
3933,3936,0.205979,1201,0
3934,3922,0.167099,1201,0
3934,3925,0.276926,1201,0
3934,3931,0.118671,99999,0
3935,2255,0.278188,3825,0
3935,3134,0.186109,99999,0
3935,3930,0.123824,3825,0
3936,3092,0.209211,1201,0
3936,3138,0.175792,99999,0
3936,3933,0.205979,1201,0
3937,3922,0.085791,3825,0
3937,3924,0.140447,3825,0
3938,3925,0.147102,961,0
3939,3870,0.074332,3188,0
3939,3943,0.062918,4250,0
3940,3855,0.122007,4250,0
3940,3941,0.293222,2125,0
3940,3944,0.127064,2125,0
3941,3857,0.172785,99999,0
3941,3919,0.425995,2125,0
3941,3940,0.293222,2125,0
3942,3870,0.109682,18700,0
3942,3939,0.069825,3188,0
3943,3940,0.186697,4250,0
3944,3854,0.041917,2125,0
3944,3940,0.127064,2125,0
3945,3148,0.191159,4250,0
3945,3867,0.078704,3188,0
3946,2290,0.28996,3825,0
3946,3885,0.263796,3825,0
3946,3923,0.548175,99999,0
3947,3948,1.168075,99999,0
3947,5107,0.491085,99999,0
3948,3947,1.168075,99999,0
3948,5139,0.07789,3188,0
3948,5141,0.172817,4250,0
3949,3860,0.438487,99999,0
3949,3920,0.050338,2125,0
3949,3926,0.305395,2125,0
3950,3998,0.110685,6027,0
3951,3950,0.536119,4250,0
3951,3953,0.157912,6027,0
3951,3957,0.12351,6027,0
3952,3953,0.213129,4250,0
3952,3954,0.088777,3188,0
3953,3951,0.157912,6027,0
3953,3971,0.303143,3825,0
3953,4035,0.112706,4250,0
3954,3955,0.309691,9350,0
3955,3879,0.481831,9350,0
3955,4036,0.061052,3188,0
3956,3957,0.327567,99999,0
3956,3958,0.334451,99999,0
3956,3959,0.386233,99999,0
3957,3951,0.12351,6027,0
3957,3956,0.327567,99999,0
3957,3974,0.171457,6027,0
3957,3984,0.090259,961,0
3958,3956,0.334451,99999,0
3958,3975,0.082877,2125,0
3958,3977,0.344797,2125,0
3958,3978,0.274297,99999,0
3959,3956,0.386233,99999,0
3959,4031,0.111009,6027,0
3960,3103,0.120534,6027,0
3960,3158,0.51906,99999,0
3961,3962,0.092806,3188,0
3961,3963,0.260087,4250,0
3962,3999,0.266018,18700,0
3963,3997,0.088909,6027,0
3964,3959,0.165709,6027,0
3965,3962,0.192462,18700,0
3965,3963,0.376457,3188,0
3966,4025,0.282496,18700,0
3967,3964,0.082601,3188,0
3967,3966,0.496923,18700,0
3968,3189,0.513528,14025,0
3968,3969,0.070321,3188,0
3969,3187,0.049474,6027,0
3970,3873,0.261529,1201,0
3970,3971,0.211459,1201,0
3970,4034,0.148886,99999,0
3971,3953,0.303143,3825,0
3971,3970,0.211459,1201,0
3971,3989,0.154075,3825,0
3971,4003,0.24103,99999,0
3971,4005,0.193717,961,0
3972,3973,0.3016,9350,0
3973,4004,0.226216,9350,0
3974,3957,0.171457,6027,0
3974,3975,0.20496,2125,0
3974,3976,0.231802,6027,0
3974,3981,0.197126,1201,0
3975,3958,0.082877,2125,0
3975,3974,0.20496,2125,0
3975,3984,0.314962,961,0
3976,3883,0.329688,99999,0
3976,3915,0.308953,6027,0
3976,3974,0.231802,6027,0
3976,3978,0.466155,99999,0
3976,3982,0.200961,961,0
3977,3958,0.344797,2125,0
3977,3983,0.23768,961,0
3977,4030,0.163572,2125,0
3978,3958,0.274297,99999,0
3978,3976,0.466155,99999,0
3978,3979,0.310424,99999,0
3978,3987,0.31112,99999,0
3979,3978,0.310424,99999,0
3979,3986,0.210212,6027,0
3980,3167,0.151311,6027,0
3980,3969,0.179258,6027,0
3981,3883,0.283126,99999,0
3981,3974,0.197126,1201,0
3981,3982,0.188225,961,0
3981,4039,0.157085,1201,0
3982,3976,0.200961,961,0
3982,3981,0.188225,961,0
3983,3977,0.23768,961,0
3983,3984,0.601986,961,0
3983,4031,0.137261,961,0
3984,3957,0.090259,961,0
3984,3975,0.314962,961,0
3984,3983,0.601986,961,0
3985,3207,0.337415,961,0
3985,4013,0.31062,961,0
3986,3980,0.15262,6027,0
3986,3987,0.507766,6027,0
3987,3978,0.31112,99999,0
3987,4045,0.087773,6027,0
3988,3980,0.370692,6027,0
3988,4042,0.196708,99999,0
3989,3856,0.445747,3825,0
3989,3971,0.154075,3825,0
3989,4015,0.193129,961,0
3990,3967,0.480563,18700,0
3990,4001,0.08497,3188,0
3991,3992,0.283155,9350,0
3992,4016,0.255871,9350,0
3992,4018,0.076992,3188,0
3993,3994,0.075025,6027,0
3994,3155,0.205011,99999,0
3994,4008,0.136685,6027,0
3995,3993,0.090651,6027,0
3995,3996,0.153465,6027,0
3996,3998,0.149227,6027,0
3996,4018,0.138389,6027,0
3997,3995,0.153049,6027,0
3997,4014,0.134566,6027,0
3998,3964,0.117232,6027,0
3998,3997,0.159065,6027,0
3999,3993,0.249984,3188,0
3999,4000,0.396806,18700,0
4000,4009,0.176969,18700,0
4001,3996,0.211135,6027,0
4002,4001,0.155417,4250,0
4002,4003,0.293851,99999,0
4003,3971,0.24103,99999,0
4003,4002,0.293851,99999,0
4003,4017,0.16299,99999,0
4004,3157,0.414887,9350,0
4004,3950,0.103054,3188,0
4005,3971,0.193717,961,0
4005,4006,0.190925,961,0
4005,4015,0.147041,961,0
4006,3952,0.081537,6027,0
4006,4005,0.190925,961,0
4007,4011,0.0885,18700,0
4008,3868,0.332947,4250,0
4008,4009,0.117234,3188,0
4009,4010,0.089824,18700,0
4010,3866,0.186155,18700,0
4011,3990,0.079943,18700,0
4012,3991,0.120011,3188,0
4012,3995,0.139159,6027,0
4013,3960,0.041972,6027,0
4013,3985,0.31062,961,0
4014,4013,0.06226,6027,0
4015,3989,0.193129,961,0
4015,4005,0.147041,961,0
4016,3954,0.112567,9350,0
4017,4003,0.16299,99999,0
4017,4006,0.048083,6027,0
4018,4017,0.10294,6027,0
4019,3158,0.463125,99999,0
4019,3160,0.048445,2125,0
4019,4027,0.343414,2125,0
4020,3162,0.490018,99999,0
4020,4021,0.202851,6027,0
4020,4023,0.098368,3188,0
4021,4022,0.24978,4250,0
4021,4027,0.036851,2125,0
4021,4030,0.148092,2125,0
4022,3158,0.279272,99999,0
4022,3961,0.142503,4250,0
4023,3965,0.378691,18700,0
4024,3968,0.410389,14025,0
4025,3979,0.064925,3188,0
4025,4024,0.121538,18700,0
4026,4023,0.233404,18700,0
4027,4019,0.343414,2125,0
4027,4021,0.036851,2125,0
4027,4028,0.208073,961,0
4028,3205,0.366232,961,0
4028,4027,0.208073,961,0
4029,3966,0.10536,3188,0
4029,4030,0.195761,4250,0
4030,3977,0.163572,2125,0
4030,3979,0.210732,4250,0
4030,4021,0.148092,2125,0
4031,3983,0.137261,961,0
4031,4029,0.052408,6027,0
4032,3165,0.248712,4250,0
4032,4033,0.231189,6027,0
4033,3986,0.145216,6027,0
4033,4020,0.227714,6027,0
4034,3970,0.148886,99999,0
4034,4035,0.219395,99999,0
4035,4034,0.219395,99999,0
4035,4036,0.108884,4250,0
4036,4037,0.211136,4250,0
4037,3873,0.486503,1201,0
4037,3875,0.310933,99999,0
4037,3877,0.100721,4250,0
4037,4039,0.144586,1201,0
4038,3951,0.129931,4250,0
4038,3972,0.070401,3188,0
4039,3981,0.157085,1201,0
4039,4037,0.144586,1201,0
4039,4038,0.196221,4250,0
4040,3861,0.045211,1201,0
4040,3865,0.181727,1201,0
4040,3875,0.42829,99999,0
4041,3972,0.400911,9350,0
4042,3171,0.213265,99999,0
4042,3187,0.420985,99999,0
4042,3988,0.196708,99999,0
4042,4043,0.459386,99999,0
4043,3198,0.130249,6027,0
4043,3914,0.22492,6027,0
4043,4042,0.459386,99999,0
4044,3914,0.023931,6027,0
4044,3915,0.046618,6027,0
4045,3915,0.271571,6027,0
4046,3988,0.19881,6027,0
4047,4048,0.268556,6375,0
4047,4049,0.284544,6375,0
4048,4049,0.056336,3825,0
4048,4057,0.041384,3825,0
4048,4077,0.290224,6375,0
4048,6740,0.012247,3825,0
4049,4048,0.056336,3825,0
4049,4063,0.119746,3825,0
4049,4077,0.303283,6375,0
4050,4057,0.042651,3825,0
4050,4066,0.172498,3825,0
4050,4072,0.284364,6375,0
4051,4050,0.278603,6375,0
4051,4053,0.210063,6375,0
4051,4057,0.264074,6375,0
4052,3863,0.2867,4250,0
4052,4053,0.593193,4250,0
4052,4055,0.779188,99999,0
4053,4052,0.593193,4250,0
4053,4058,0.05666,4250,0
4053,6737,0.026865,4250,0
4054,3863,0.554724,3825,0
4054,3887,0.327095,99999,0
4054,3888,0.554531,961,0
4054,4076,0.606958,3825,0
4055,4052,0.779188,99999,0
4055,4056,0.17415,99999,0
4056,3904,0.390929,3825,0
4056,4055,0.17415,99999,0
4056,4060,0.223689,3825,0
4057,4048,0.041384,3825,0
4057,4050,0.042651,3825,0
4057,4072,0.276427,6375,0
4057,6739,0.014435,3825,0
4058,4053,0.05666,4250,0
4058,4059,0.467765,6375,0
4059,4083,0.256612,6375,0
4060,4056,0.223689,3825,0
4060,4061,0.260236,6375,0
4060,4083,0.073749,3825,0
4060,6735,0.023582,3825,0
4061,4053,0.467483,6375,0
4062,4063,0.78699,99999,0
4063,4049,0.119746,3825,0
4063,4062,0.78699,99999,0
4063,4078,0.128277,3825,0
4064,2328,0.240143,961,0
4064,6354,0.055123,6375,0
4064,6538,0.019981,961,0
4065,2331,0.596389,1201,0
4065,2333,0.328908,961,0
4065,4066,0.245671,1201,0
4066,4050,0.172498,3825,0
4066,4065,0.245671,1201,0
4066,4067,0.078245,3825,0
4067,4066,0.078245,3825,0
4067,4068,0.288839,3825,0
4067,4073,0.156854,961,0
4068,3886,0.113902,3825,0
4068,4067,0.288839,3825,0
4068,4069,0.314513,961,0
4069,4068,0.314513,961,0
4069,4073,0.261603,961,0
4070,2331,0.24694,99999,0
4071,3859,0.297342,99999,0
4071,3886,0.244569,99999,0
4072,6355,0.091399,6375,0
4073,4067,0.156854,961,0
4073,4069,0.261603,961,0
4074,3887,0.580335,99999,0
4074,3893,0.155611,3825,0
4074,4075,0.298167,3825,0
4075,3888,0.30707,3825,0
4075,3890,0.242047,99999,0
4075,4074,0.298167,3825,0
4076,3893,0.090451,3825,0
4076,3904,0.150577,3825,0
4076,4054,0.606958,3825,0
4077,4058,0.179656,6375,0
4078,2326,0.169078,3825,0
4078,4063,0.128277,3825,0
4078,4079,0.229424,961,0
4079,4078,0.229424,961,0
4079,4080,0.127852,961,0
4080,4079,0.166302,961,0
4081,2313,0.196973,1201,0
4081,4082,0.482153,961,0
4081,4083,0.189209,1201,0
4082,3910,0.119516,961,0
4082,4081,0.482153,961,0
4083,4060,0.073749,3825,0
4083,4081,0.189209,1201,0
4083,4084,0.3683,6375,0
4083,6736,0.026403,3825,0
4084,3896,0.142493,6375,0
4085,4086,0.084003,6375,0
4085,4092,0.057259,4250,0
4086,4113,0.104815,6375,0
4087,3901,0.459687,9350,0
4087,4109,0.04423,961,0
4088,4100,0.358423,6375,0
4089,4090,0.558444,4250,0
4089,4114,0.133546,4250,0
4089,4118,0.336487,99999,0
4090,4089,0.558444,4250,0
4090,4121,0.053925,4250,0
4090,6230,0.257257,4250,0
4091,4092,0.19214,6375,0
4092,4096,0.168008,6375,0
4092,4099,0.183357,4250,0
4093,4094,0.588613,9350,0
4093,4095,0.079199,3188,0
4094,6371,0.126328,9350,0
4095,3903,0.487619,99999,0
4095,4096,0.230004,4250,0
4096,4097,0.058852,4250,0
4096,4101,0.159766,6375,0
4097,4085,0.172522,6375,0
4097,6371,0.359832,4250,0
4098,3876,0.094655,1201,0
4098,3899,0.297751,1201,0
4098,3911,0.497162,961,0
4099,3882,0.239535,4250,0
4100,4097,0.165762,6375,0
4101,4102,0.202814,6375,0
